UNITID,INSTNM,Institution_Type,Major_Code,CIPDESC,CREDLEV,CREDDESC,Avg_Student_Debt,Earnings_1Yr,Earnings_2Yr,Earnings_3Yr,EARN_MDN_1YR,Earnings_4Yr,Earnings_5Yr
101116.0,South University-Montgomery,"Private, for-profit",1104,Information Science/Studies.,3,Bachelor's Degree,47362,39831,44418,46834,44682,60708,67229
101116.0,South University-Montgomery,"Private, for-profit",2203,Legal Support Services.,3,Bachelor's Degree,41831,33600,30409,28615,36900,38332,46159
101116.0,South University-Montgomery,"Private, for-profit",4201,"Psychology, General.",3,Bachelor's Degree,47750,26893,26836,31098,28684,36910,38844
101116.0,South University-Montgomery,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,48177,33655,34420,36209,37713,42478,47301
101116.0,South University-Montgomery,"Private, for-profit",5100,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor's Degree,53011,31369,30520,34555,36654,40651,47545
101116.0,South University-Montgomery,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,48192,33436,33616,32775,39722,40160,45275
101116.0,South University-Montgomery,"Private, for-profit",5122,Public Health.,3,Bachelor's Degree,47839,29498,,,34789,,
101116.0,South University-Montgomery,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,39647,65499,66883,71557,77635,78626,90784
101116.0,South University-Montgomery,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,47764,37748,39986,42014,43773,48439,54466
102845.0,Charter College,"Private, for-profit",1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,,,59169,,,,
102845.0,Charter College,"Private, for-profit",2203,Legal Support Services.,3,Bachelor's Degree,,,,,,,
102845.0,Charter College,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,,,27048,32827,,40573,47252
102845.0,Charter College,"Private, for-profit",4901,Air Transportation.,3,Bachelor's Degree,,,,,,,
102845.0,Charter College,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,44265,35530,33281,,40226,33116,43092
102845.0,Charter College,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,40016,45669,37208,38103,47217,43694,55248
102845.0,Charter College,"Private, for-profit",5203,Accounting and Related Services.,3,Bachelor's Degree,,,,,,,
102845.0,Charter College,"Private, for-profit",5212,Management Information Systems and Services.,3,Bachelor's Degree,,,,,,,
104090.0,Brookline College-Phoenix,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,,29361,31205,26682,33962,36180,39701
104090.0,Brookline College-Phoenix,"Private, for-profit",4304,Security Science and Technology.,3,Bachelor's Degree,,,,,,,
104090.0,Brookline College-Phoenix,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,,,35060,,,42775,
104090.0,Brookline College-Phoenix,"Private, for-profit",5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor's Degree,,,,,,,
104090.0,Brookline College-Phoenix,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,40944,68395,69146,72108,78980,79023,88614
104090.0,Brookline College-Phoenix,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,29942,,,32475,,45437,
104717.0,Grand Canyon University,"Private, for-profit",301,Natural Resources Conservation and Research.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",901,Communication and Media Studies.,3,Bachelor's Degree,28994,32141,33138,33833,38507,36765,43969
104717.0,Grand Canyon University,"Private, for-profit",909,"Public Relations, Advertising, and Applied Communication.",3,Bachelor's Degree,,,,,37307,,
104717.0,Grand Canyon University,"Private, for-profit",1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,31230,,,,59500,,
104717.0,Grand Canyon University,"Private, for-profit",1102,Computer Programming.,3,Bachelor's Degree,24669,,,,52190,,
104717.0,Grand Canyon University,"Private, for-profit",1107,Computer Science.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1310,Special Education and Teaching.,3,Bachelor's Degree,44549,35016,34483,37328,43258,41637,46426
104717.0,Grand Canyon University,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,37064,34808,31388,34264,40682,39263,44724
104717.0,Grand Canyon University,"Private, for-profit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,,32529,35060,43804,42566,47520,49950
104717.0,Grand Canyon University,"Private, for-profit",1401,"Engineering, General.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1405,Biomedical/Medical Engineering.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,,,,,74628,,
104717.0,Grand Canyon University,"Private, for-profit",1419,Mechanical Engineering.,3,Bachelor's Degree,,,,,68391,,
104717.0,Grand Canyon University,"Private, for-profit",1503,Electrical Engineering Technologies/Technicians.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1508,Mechanical Engineering Related Technologies/Technicians.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",1905,"Foods, Nutrition, and Related Services.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",2301,"English Language and Literature, General.",3,Bachelor's Degree,,,35600,,,,60020
104717.0,Grand Canyon University,"Private, for-profit",2313,Rhetoric and Composition/Writing Studies.,3,Bachelor's Degree,28418,,,,31006,,
104717.0,Grand Canyon University,"Private, for-profit",2314,Literature.,3,Bachelor's Degree,36334,21664,30554,30679,,34574,41025
104717.0,Grand Canyon University,"Private, for-profit",2601,"Biology, General.",3,Bachelor's Degree,25418,27166,27693,35295,30775,43156,59483
104717.0,Grand Canyon University,"Private, for-profit",2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",3099,"Multi/Interdisciplinary Studies, Other.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,27251,32661,30376,38391,34723,43912,49452
104717.0,Grand Canyon University,"Private, for-profit",3802,Religion/Religious Studies.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",3904,Religious Education.,3,Bachelor's Degree,36007,31317,33655,26500,37273,35667,42169
104717.0,Grand Canyon University,"Private, for-profit",4005,Chemistry.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",4201,"Psychology, General.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,29963,35660,36704,40255,41180,47768,53284
104717.0,Grand Canyon University,"Private, for-profit",4303,Homeland Security.,3,Bachelor's Degree,29300,63625,60082,61171,68503,73431,79207
104717.0,Grand Canyon University,"Private, for-profit",4304,Security Science and Technology.,3,Bachelor's Degree,,,41025,,37481,49334,62726
104717.0,Grand Canyon University,"Private, for-profit",4400,"Human Services, General.",3,Bachelor's Degree,32932,32131,31676,33076,35433,41905,45006
104717.0,Grand Canyon University,"Private, for-profit",4402,Community Organization and Advocacy.,3,Bachelor's Degree,45215,31651,30828,30343,36445,35331,41681
104717.0,Grand Canyon University,"Private, for-profit",4407,Social Work.,3,Bachelor's Degree,37164,35775,32162,35977,39017,40452,44317
104717.0,Grand Canyon University,"Private, for-profit",4510,Political Science and Government.,3,Bachelor's Degree,28783,37086,,,37704,,
104717.0,Grand Canyon University,"Private, for-profit",4511,Sociology.,3,Bachelor's Degree,,,30771,27133,,39638,41594
104717.0,Grand Canyon University,"Private, for-profit",5001,"Visual and Performing Arts, General.",3,Bachelor's Degree,,28672,25194,30405,24691,35951,43593
104717.0,Grand Canyon University,"Private, for-profit",5003,Dance.,3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,29271,,,,38976,,
104717.0,Grand Canyon University,"Private, for-profit",5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,,17151,25194,33151,21760,27983,30913
104717.0,Grand Canyon University,"Private, for-profit",5006,Film/Video and Photographic Arts.,3,Bachelor's Degree,31074,26438,28598,28781,29094,34131,47224
104717.0,Grand Canyon University,"Private, for-profit",5009,Music.,3,Bachelor's Degree,,,32284,28866,,,31851
104717.0,Grand Canyon University,"Private, for-profit",5010,"Arts, Entertainment,and Media Management.",3,Bachelor's Degree,,23893,,,34904,,
104717.0,Grand Canyon University,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,37817,39965,40341,41241,46773,50868,57092
104717.0,Grand Canyon University,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,24163,29792,37208,44173,38079,47341,53825
104717.0,Grand Canyon University,"Private, for-profit",5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor's Degree,37317,57101,59124,59502,66736,63476,73611
104717.0,Grand Canyon University,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,3,Bachelor's Degree,37695,34191,29685,34965,37693,40010,47716
104717.0,Grand Canyon University,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,28873,78940,77476,80825,92781,88666,100075
104717.0,Grand Canyon University,"Private, for-profit",5199,"Health Professions and Related Clinical Sciences, Other.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",5201,"Business/Commerce, General.",3,Bachelor's Degree,,,,,,,
104717.0,Grand Canyon University,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,31884,47402,45455,49510,53770,59157,63757
104717.0,Grand Canyon University,"Private, for-profit",5203,Accounting and Related Services.,3,Bachelor's Degree,31675,45144,43207,50102,53977,56535,67380
104717.0,Grand Canyon University,"Private, for-profit",5207,Entrepreneurial and Small Business Operations.,3,Bachelor's Degree,30684,34651,33993,38314,38454,49070,54269
104717.0,Grand Canyon University,"Private, for-profit",5208,Finance and Financial Management Services.,3,Bachelor's Degree,28414,45302,52357,56243,53853,71406,80158
104717.0,Grand Canyon University,"Private, for-profit",5209,Hospitality Administration/Management.,3,Bachelor's Degree,,,,,34370,,
104717.0,Grand Canyon University,"Private, for-profit",5213,Management Sciences and Quantitative Methods.,3,Bachelor's Degree,27146,,,,65070,,
104717.0,Grand Canyon University,"Private, for-profit",5214,Marketing.,3,Bachelor's Degree,25253,39798,36104,40244,45001,46758,53426
104717.0,Grand Canyon University,"Private, for-profit",5401,History.,3,Bachelor's Degree,32516,30722,36437,29682,43596,40329,48017
105534.0,Pima Medical Institute-Tucson,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,42339,44210,53608,56147,53773,60759,69793
105534.0,Pima Medical Institute-Tucson,"Private, for-profit",5108,Allied Health and Medical Assisting Services.,3,Bachelor's Degree,32473,56165,49136,48658,52866,55349,60205
105534.0,Pima Medical Institute-Tucson,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,33882,72901,70512,72878,81585,79949,91209
105534.0,Pima Medical Institute-Tucson,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",402,Architecture.,3,Bachelor's Degree,,,53810,,,,
108232.0,Academy of Art University,"Private, for-profit",406,Landscape Architecture.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",901,Communication and Media Studies.,3,Bachelor's Degree,,,36132,40098,,45913,55742
108232.0,Academy of Art University,"Private, for-profit",904,Journalism.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",907,"Radio, Television, and Digital Communication.",3,Bachelor's Degree,25668,28192,,,25425,,
108232.0,Academy of Art University,"Private, for-profit",909,"Public Relations, Advertising, and Applied Communication.",3,Bachelor's Degree,,,48823,49833,,60689,75583
108232.0,Academy of Art University,"Private, for-profit",1002,Audiovisual Communications Technologies/Technicians.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",1003,Graphic Communications.,3,Bachelor's Degree,38908,27837,32498,33586,27481,51035,54175
108232.0,Academy of Art University,"Private, for-profit",1102,Computer Programming.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",1108,Computer Software and Media Applications.,3,Bachelor's Degree,37362,42476,48432,54958,45387,72792,78524
108232.0,Academy of Art University,"Private, for-profit",1305,Educational/Instructional Media Design.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",1513,Drafting/Design Engineering Technologies/Technicians.,3,Bachelor's Degree,41020,44238,,,48978,,
108232.0,Academy of Art University,"Private, for-profit",1902,Family and Consumer Sciences/Human Sciences Business Services.,3,Bachelor's Degree,,,,,,,
108232.0,Academy of Art University,"Private, for-profit",1909,Apparel and Textiles.,3,Bachelor's Degree,35265,32156,,,27630,,
108232.0,Academy of Art University,"Private, for-profit",5001,"Visual and Performing Arts, General.",3,Bachelor's Degree,34432,29153,26896,,28494,,39532
108232.0,Academy of Art University,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,35867,28222,33809,37527,20829,46476,57948
108232.0,Academy of Art University,"Private, for-profit",5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,,18335,21781,15609,20798,,19276
108232.0,Academy of Art University,"Private, for-profit",5006,Film/Video and Photographic Arts.,3,Bachelor's Degree,38855,31710,27203,32809,23354,34418,39174
108232.0,Academy of Art University,"Private, for-profit",5007,Fine and Studio Arts.,3,Bachelor's Degree,,29422,13702,,,26014,33830
108232.0,Academy of Art University,"Private, for-profit",5009,Music.,3,Bachelor's Degree,,35022,,29124,,,38890
108232.0,Academy of Art University,"Private, for-profit",5219,"Specialized Sales, Merchandising and  Marketing Operations.",3,Bachelor's Degree,36792,44653,,,,,
110219.0,Bryan University,"Private, for-profit",2203,Legal Support Services.,3,Bachelor's Degree,,,,,,,
110219.0,Bryan University,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,,,,,,,
110219.0,Bryan University,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,37589,28017,28236,,33894,,
110219.0,Bryan University,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",4201,"Psychology, General.",3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",4509,International Relations and National Security Studies.,3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",4510,Political Science and Government.,3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",5211,International Business.,3,Bachelor's Degree,,,,,,,
110778.0,Sofia University,"Private, for-profit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,,,,,,,
110778.0,Sofia University,"Private, for-profit",4299,"Psychology, Other.",3,Bachelor's Degree,,,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",1003,Graphic Communications.,3,Bachelor's Degree,,27541,30984,43501,33727,50601,56685
112394.0,University of Silicon Valley,"Private, for-profit",1102,Computer Programming.,3,Bachelor's Degree,,,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",1108,Computer Software and Media Applications.,3,Bachelor's Degree,,,,,37693,,
112394.0,University of Silicon Valley,"Private, for-profit",1499,"Engineering, Other.",3,Bachelor's Degree,,,52289,65337,,,54008
112394.0,University of Silicon Valley,"Private, for-profit",1512,Computer Engineering Technologies/Technicians.,3,Bachelor's Degree,,,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,31793,,,,22656,,
112394.0,University of Silicon Valley,"Private, for-profit",5009,Music.,3,Bachelor's Degree,,33643,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",5207,Entrepreneurial and Small Business Operations.,3,Bachelor's Degree,,,,,,,
113582.0,Design Institute of San Diego,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,44149,35661,,,34589,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",1909,Apparel and Textiles.,3,Bachelor's Degree,,34078,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",3000,"Multi-/Interdisciplinary Studies, General.",3,Bachelor's Degree,,,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,,30424,,,26479,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,,,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5006,Film/Video and Photographic Arts.,3,Bachelor's Degree,,,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5214,Marketing.,3,Bachelor's Degree,,47288,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5299,"Business, Management, Marketing, and Related Support Services, Other.",3,Bachelor's Degree,29034,40481,39009,44494,35898,50953,55545
114390.0,FIDM-Fashion Institute of Design & Merchandising-San Francisco,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,,30424,,,26479,,
114390.0,FIDM-Fashion Institute of Design & Merchandising-San Francisco,"Private, for-profit",5299,"Business, Management, Marketing, and Related Support Services, Other.",3,Bachelor's Degree,29034,40481,39009,44494,35898,50953,55545
116226.0,Interior Designers Institute,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,29684,42627,33993,35957,51188,,32702
119270.0,Musicians Institute,"Private, for-profit",5009,Music.,3,Bachelor's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",402,Architecture.,3,Bachelor's Degree,,51755,44989,53865,,58040,68616
119775.0,Newschool of Architecture and Design,"Private, for-profit",409,Architectural Sciences and Technology.,3,Bachelor's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",1003,Graphic Communications.,3,Bachelor's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",5001,"Visual and Performing Arts, General.",3,Bachelor's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,33886,,,,37132,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",5220,Construction Management.,3,Bachelor's Degree,22431,,,,,,
121275.0,Platt College-San Diego,"Private, for-profit",5007,Fine and Studio Arts.,3,Bachelor's Degree,31000,34252,26880,29538,31886,33815,43264
122685.0,San Joaquin Valley College-Visalia,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,28480,,,,93239,,
122834.0,Santa Barbara Business College-Bakersfield,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,37629,,28598,30311,36510,33416,42006
122834.0,Santa Barbara Business College-Bakersfield,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,,,28598,,,,
122834.0,Santa Barbara Business College-Bakersfield,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,22771,30793,,36243,47377
122852.0,Santa Barbara Business College-Santa Maria,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,,,37568,,,,
122852.0,Santa Barbara Business College-Santa Maria,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,,,,,,,
122852.0,Santa Barbara Business College-Santa Maria,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,,,,,
123642.0,South Coast College,"Private, for-profit",2203,Legal Support Services.,3,Bachelor's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",901,Communication and Media Studies.,3,Bachelor's Degree,42540,,38289,52653,,60390,58928
125231.0,Walden University,"Private, for-profit",1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,46921,54093,57318,63635,77690,69734,88065
125231.0,Walden University,"Private, for-profit",1301,"Education, General.",3,Bachelor's Degree,,,36848,32555,,37719,44458
125231.0,Walden University,"Private, for-profit",1303,Curriculum and Instruction.,3,Bachelor's Degree,,67666,52107,,,48378,65134
125231.0,Walden University,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,43448,,,,36427,,
125231.0,Walden University,"Private, for-profit",1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,,30980,26077,27892,43693,34254,42028
125231.0,Walden University,"Private, for-profit",3000,"Multi-/Interdisciplinary Studies, General.",3,Bachelor's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",4201,"Psychology, General.",3,Bachelor's Degree,46608,34217,38289,34220,37944,41079,47057
125231.0,Walden University,"Private, for-profit",4228,"Clinical, Counseling and Applied Psychology.",3,Bachelor's Degree,47466,32422,29461,,,42681,51690
125231.0,Walden University,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,44963,46339,46321,44283,50634,48565,52446
125231.0,Walden University,"Private, for-profit",4400,"Human Services, General.",3,Bachelor's Degree,47816,36465,33459,34912,36492,44684,44239
125231.0,Walden University,"Private, for-profit",4404,Public Administration.,3,Bachelor's Degree,,,42728,40124,,43575,52295
125231.0,Walden University,"Private, for-profit",4407,Social Work.,3,Bachelor's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",5100,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor's Degree,47001,47503,42235,47058,50436,52498,54404
125231.0,Walden University,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,47225,52093,49019,50686,52398,53622,61022
125231.0,Walden University,"Private, for-profit",5122,Public Health.,3,Bachelor's Degree,44511,47197,46087,41616,44285,48167,55488
125231.0,Walden University,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,33525,76141,77487,81477,88877,87923,97647
125231.0,Walden University,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,44126,47287,52286,50406,57220,59374,65173
125231.0,Walden University,"Private, for-profit",5203,Accounting and Related Services.,3,Bachelor's Degree,51537,53529,55383,52495,53592,60295,70040
125231.0,Walden University,"Private, for-profit",5205,Business/Corporate Communications.,3,Bachelor's Degree,44798,53308,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,41748,55374,57318,60413,60377,69365,75344
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1107,Computer Science.,3,Bachelor's Degree,38201,63665,63005,63024,67531,65099,95265
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1108,Computer Software and Media Applications.,3,Bachelor's Degree,,,28598,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1110,Computer/Information Technology Administration and Management.,3,Bachelor's Degree,36837,55277,74576,81758,58911,96414,107873
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1409,Computer Engineering.,3,Bachelor's Degree,,,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,37223,,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",4301,Criminal Justice and Corrections.,3,Bachelor's Degree,45350,34434,32276,32291,38817,38416,44923
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",4304,Security Science and Technology.,3,Bachelor's Degree,,,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5107,Health and Medical Administrative Services.,3,Bachelor's Degree,43629,36450,33726,30579,42511,38444,43287
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,31965,73957,73446,74614,87579,84584,92767
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5201,"Business/Commerce, General.",3,Bachelor's Degree,45288,25140,25658,26076,37212,35304,39864
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,38798,47880,46608,45878,53147,53884,61304
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5203,Accounting and Related Services.,3,Bachelor's Degree,42013,37084,38570,40768,42370,48311,54256
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5208,Finance and Financial Management Services.,3,Bachelor's Degree,,,38289,,,43593,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5212,Management Information Systems and Services.,3,Bachelor's Degree,35771,,,,,,
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",1003,Graphic Communications.,3,Bachelor's Degree,36830,29457,,,23247,,
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",1108,Computer Software and Media Applications.,3,Bachelor's Degree,42012,40227,35274,,37268,48625,54598
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,,,,,,,
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,42820,27370,27474,34961,29829,42808,45743
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",5007,Fine and Studio Arts.,3,Bachelor's Degree,,,25194,,,,
128179.0,Intellitec College-Colorado Springs,"Private, for-profit",5108,Allied Health and Medical Assisting Services.,3,Bachelor's Degree,,,,,,,
130110.0,Paier College,"Private, for-profit",405,Interior Architecture.,3,Bachelor's Degree,,,,,,,
130110.0,Paier College,"Private, for-profit",5004,Design and Applied Arts.,3,Bachelor's Degree,,,16786,,,25525,
130110.0,Paier College,"Private, for-profit",5006,Film/Video and Photographic Arts.,3,Bachelor's Degree,,,,,,,
130110.0,Paier College,"Private, for-profit",5007,Fine and Studio Arts.,3,Bachelor's Degree,,,,,,,
130183.0,Post University,"Private, for-profit",105,Agricultural and Domestic Animal Services.,3,Bachelor's Degree,,,,,,,
130183.0,Post University,"Private, for-profit",301,Natural Resources Conservation and Research.,3,Bachelor's Degree,,,,,,,
130183.0,Post University,"Private, for-profit",901,Communication and Media Studies.,3,Bachelor's Degree,36008,,,,,,
130183.0,Post University,"Private, for-profit",1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,44816,31938,28816,34299,31627,33918,40344
130183.0,Post University,"Private, for-profit",2200,Non-Professional General Legal Studies (Undergraduate).,3,Bachelor's Degree,44184,45235,37208,29452,39838,29062,39759
130183.0,Post University,"Private, for-profit",2601,"Biology, General.",3,Bachelor's Degree,,,,,,,
