UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
100690.0,Amridge University,"Human Development, Family Studies, and Related Services.",,
100690.0,Amridge University,Religion/Religious Studies.,,
100690.0,Amridge University,Bible/Biblical Studies.,,
100690.0,Amridge University,Theological and Ministerial Studies.,,
100690.0,Amridge University,Pastoral Counseling and Specialized Ministries.,,
100690.0,Amridge University,Mental and Social Health Services and Allied Professions.,,
100690.0,Amridge University,"Business Administration, Management and Operations.",,
101189.0,Faulkner University,Curriculum and Instruction.,,
101189.0,Faulkner University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
101189.0,Faulkner University,"Teacher Education and Professional Development, Specific Subject Areas.",,
101189.0,Faulkner University,"Liberal Arts and Sciences, General Studies and Humanities.",,
101189.0,Faulkner University,Bible/Biblical Studies.,,
101189.0,Faulkner University,Theological and Ministerial Studies.,,
101189.0,Faulkner University,Pastoral Counseling and Specialized Ministries.,,
101189.0,Faulkner University,Criminal Justice and Corrections.,,50828.0
101189.0,Faulkner University,Mental and Social Health Services and Allied Professions.,,28346.0
101189.0,Faulkner University,"Business Administration, Management and Operations.",,52636.0
101189.0,Faulkner University,Management Sciences and Quantitative Methods.,,37360.0
101365.0,Herzing University-Birmingham,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,94228.0
101365.0,Herzing University-Birmingham,"Business Administration, Management and Operations.",,51303.0
101453.0,Heritage Christian University,Bible/Biblical Studies.,,
101453.0,Heritage Christian University,Theological and Ministerial Studies.,,
101693.0,University of Mobile,Educational Administration and Supervision.,,
101693.0,University of Mobile,"Teacher Education and Professional Development, Specific Levels and Methods.",,
101693.0,University of Mobile,Religion/Religious Studies.,,
101693.0,University of Mobile,Music.,,
101693.0,University of Mobile,Mental and Social Health Services and Allied Professions.,,
101693.0,University of Mobile,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
101693.0,University of Mobile,"Business Administration, Management and Operations.",,
101912.0,Oakwood University,Pastoral Counseling and Specialized Ministries.,,
101912.0,Oakwood University,Public Health.,,
101912.0,Oakwood University,"Business Administration, Management and Operations.",,
102049.0,Samford University,Natural Resources Conservation and Research.,,
102049.0,Samford University,Educational Administration and Supervision.,,52967.0
102049.0,Samford University,Educational/Instructional Media Design.,,
102049.0,Samford University,Special Education and Teaching.,,
102049.0,Samford University,"Teacher Education and Professional Development, Specific Levels and Methods.",,44337.0
102049.0,Samford University,"Teacher Education and Professional Development, Specific Subject Areas.",,
102049.0,Samford University,Environmental Control Technologies/Technicians.,,
102049.0,Samford University,"Foods, Nutrition, and Related Services.",,
102049.0,Samford University,Legal Research and Advanced Professional Studies.,,
102049.0,Samford University,Missions/Missionary Studies and Missiology.,,
102049.0,Samford University,Religious/Sacred Music.,,
102049.0,Samford University,Theological and Ministerial Studies.,,37947.0
102049.0,Samford University,Social Work.,,35457.0
102049.0,Samford University,Music.,,
102049.0,Samford University,Communication Disorders Sciences and Services.,,49829.0
102049.0,Samford University,Health and Medical Administrative Services.,,
102049.0,Samford University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
102049.0,Samford University,Public Health.,,
102049.0,Samford University,Rehabilitation and Therapeutic Professions.,,78736.0
102049.0,Samford University,Medical Illustration and Informatics.,,
102049.0,Samford University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,97811.0
102049.0,Samford University,"Business Administration, Management and Operations.",,75518.0
102049.0,Samford University,Accounting and Related Services.,,56217.0
102234.0,Spring Hill College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
102234.0,Spring Hill College,"Teacher Education and Professional Development, Specific Subject Areas.",,
102234.0,Spring Hill College,"Liberal Arts and Sciences, General Studies and Humanities.",,
102234.0,Spring Hill College,Religion/Religious Studies.,,
102234.0,Spring Hill College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
102234.0,Spring Hill College,"Business Administration, Management and Operations.",,
102298.0,Talladega College,Computer/Information Technology Administration and Management.,,
102377.0,Tuskegee University,Agricultural Business and Management.,,
102377.0,Tuskegee University,Animal Sciences.,,
102377.0,Tuskegee University,Plant Sciences.,,
102377.0,Tuskegee University,Soil Sciences.,,
102377.0,Tuskegee University,Natural Resources Conservation and Research.,,
102377.0,Tuskegee University,Natural Resources Management and Policy.,,
102377.0,Tuskegee University,"Computer and Information Sciences, General.",,
102377.0,Tuskegee University,Computer Science.,,
102377.0,Tuskegee University,Computer/Information Technology Administration and Management.,,
102377.0,Tuskegee University,"Education, General.",,
102377.0,Tuskegee University,Chemical Engineering.,,
102377.0,Tuskegee University,"Electrical, Electronics and Communications Engineering.",,
102377.0,Tuskegee University,Materials Engineering,,
102377.0,Tuskegee University,Mechanical Engineering.,,
102377.0,Tuskegee University,"Foods, Nutrition, and Related Services.",,
102377.0,Tuskegee University,"Biology, General.",,
102377.0,Tuskegee University,Chemistry.,,
102377.0,Tuskegee University,Materials Sciences.,,
102377.0,Tuskegee University,Public Health.,,
102377.0,Tuskegee University,Rehabilitation and Therapeutic Professions.,,51709.0
102395.0,United States Sports Academy,"Teacher Education and Professional Development, Specific Subject Areas.",,
102395.0,United States Sports Academy,"Parks, Recreation and Leisure Facilities Management.",,
102395.0,United States Sports Academy,Health and Physical Education/Fitness.,,51420.0
102669.0,Alaska Pacific University,Natural Resources Conservation and Research.,,
102669.0,Alaska Pacific University,"Liberal Arts and Sciences, General Studies and Humanities.",,
102669.0,Alaska Pacific University,Outdoor Education.,,
102669.0,Alaska Pacific University,"Clinical, Counseling and Applied Psychology.",,55766.0
102669.0,Alaska Pacific University,Public Health.,,
102669.0,Alaska Pacific University,"Business Administration, Management and Operations.",,84369.0
102669.0,Alaska Pacific University,Finance and Financial Management Services.,,
102669.0,Alaska Pacific University,Management Information Systems and Services.,,
104188.0,Southwest University of Visual Arts-Tucson,Graphic Communications.,,
104188.0,Southwest University of Visual Arts-Tucson,Fine and Studio Arts.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,International Relations and National Security Studies.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,Air Transportation.,,78896.0
104665.0,The School of Architecture,Architecture.,,
104665.0,The School of Architecture,Architectural Sciences and Technology.,,
105367.0,Ottawa University-Phoenix,Computer/Information Technology Administration and Management.,,
105367.0,Ottawa University-Phoenix,Curriculum and Instruction.,,
105367.0,Ottawa University-Phoenix,Educational Administration and Supervision.,,
105367.0,Ottawa University-Phoenix,Educational/Instructional Media Design.,,
105367.0,Ottawa University-Phoenix,Special Education and Teaching.,,
105367.0,Ottawa University-Phoenix,Student Counseling and Personnel Services.,,48586.0
105367.0,Ottawa University-Phoenix,"Teacher Education and Professional Development, Specific Levels and Methods.",,
105367.0,Ottawa University-Phoenix,"Teacher Education and Professional Development, Specific Subject Areas.",,
105367.0,Ottawa University-Phoenix,"Clinical, Counseling and Applied Psychology.",,50439.0
105367.0,Ottawa University-Phoenix,Health and Medical Administrative Services.,,
105367.0,Ottawa University-Phoenix,Mental and Social Health Services and Allied Professions.,,
105367.0,Ottawa University-Phoenix,Rehabilitation and Therapeutic Professions.,,
105367.0,Ottawa University-Phoenix,"Business Administration, Management and Operations.",,76940.0
105367.0,Ottawa University-Phoenix,Human Resources Management and Services.,,
105589.0,Prescott College,Natural Resources Conservation and Research.,,
105589.0,Prescott College,"Natural Resources and Conservation, Other.",,
105589.0,Prescott College,"Education, General.",,
105589.0,Prescott College,Educational Administration and Supervision.,,
105589.0,Prescott College,Special Education and Teaching.,,
105589.0,Prescott College,Student Counseling and Personnel Services.,,
105589.0,Prescott College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
105589.0,Prescott College,"Education, Other.",,
105589.0,Prescott College,"Liberal Arts and Sciences, General Studies and Humanities.",,
105589.0,Prescott College,Outdoor Education.,,
105589.0,Prescott College,"Psychology, General.",,
105589.0,Prescott College,"Clinical, Counseling and Applied Psychology.",,
105589.0,Prescott College,Community Organization and Advocacy.,,
105589.0,Prescott College,Mental and Social Health Services and Allied Professions.,,
105589.0,Prescott College,Rehabilitation and Therapeutic Professions.,,
107044.0,Harding University,"Education, General.",,
107044.0,Harding University,Curriculum and Instruction.,,
107044.0,Harding University,Educational Administration and Supervision.,,48088.0
107044.0,Harding University,Special Education and Teaching.,,
107044.0,Harding University,Student Counseling and Personnel Services.,,41163.0
107044.0,Harding University,"Teacher Education and Professional Development, Specific Levels and Methods.",,41788.0
107044.0,Harding University,"Teacher Education and Professional Development, Specific Subject Areas.",,40320.0
107044.0,Harding University,Teaching English or French as a Second or Foreign Language.,,
107044.0,Harding University,"Education, Other.",,
107044.0,Harding University,"Romance Languages, Literatures, and Linguistics.",,
107044.0,Harding University,"English Language and Literature, General.",,
107044.0,Harding University,"Liberal Arts and Sciences, General Studies and Humanities.",,
107044.0,Harding University,Behavioral Sciences.,,
107044.0,Harding University,Health and Physical Education/Fitness.,,
107044.0,Harding University,Bible/Biblical Studies.,,
107044.0,Harding University,Theological and Ministerial Studies.,,
107044.0,Harding University,Pastoral Counseling and Specialized Ministries.,,
107044.0,Harding University,Fine and Studio Arts.,,
107044.0,Harding University,Communication Disorders Sciences and Services.,,57466.0
107044.0,Harding University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,101011.0
107044.0,Harding University,Mental and Social Health Services and Allied Professions.,,
107044.0,Harding University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,88618.0
107044.0,Harding University,"Business Administration, Management and Operations.",,56933.0
107044.0,Harding University,History.,,
107080.0,Hendrix College,Accounting and Related Services.,,
107141.0,John Brown University,Curriculum and Instruction.,,
107141.0,John Brown University,Educational Administration and Supervision.,,
107141.0,John Brown University,Student Counseling and Personnel Services.,,
107141.0,John Brown University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
107141.0,John Brown University,Design and Applied Arts.,,
107141.0,John Brown University,Mental and Social Health Services and Allied Professions.,,38458.0
107141.0,John Brown University,"Business Administration, Management and Operations.",,66740.0
107877.0,Williams Baptist University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
108269.0,Academy of Chinese Culture and Health Sciences,Alternative and Complementary Medicine and Medical Systems.,,
108861.0,Berkeley School of Theology,Theological and Ministerial Studies.,,
108861.0,Berkeley School of Theology,"Theology and Religious Vocations, Other.",,
108870.0,American Film Institute Conservatory,Film/Video and Photographic Arts.,,34698.0
109086.0,American Conservatory Theater,Drama/Theatre Arts and Stagecraft.,,
109651.0,Art Center College of Design,Architectural Sciences and Technology.,,
109651.0,Art Center College of Design,Computer Software and Media Applications.,,
109651.0,Art Center College of Design,Mechanical Engineering Related Technologies/Technicians.,,
109651.0,Art Center College of Design,Engineering-Related Fields.,,
109651.0,Art Center College of Design,Design and Applied Arts.,,
109651.0,Art Center College of Design,Film/Video and Photographic Arts.,,
109651.0,Art Center College of Design,Fine and Studio Arts.,,17249.0
109785.0,Azusa Pacific University,"Computer and Information Sciences, General.",,
109785.0,Azusa Pacific University,"Education, General.",,57617.0
109785.0,Azusa Pacific University,Educational Administration and Supervision.,,
109785.0,Azusa Pacific University,"Teacher Education and Professional Development, Specific Subject Areas.",,64189.0
109785.0,Azusa Pacific University,Teaching English or French as a Second or Foreign Language.,,28775.0
109785.0,Azusa Pacific University,"English Language and Literature, General.",,
109785.0,Azusa Pacific University,Biotechnology.,,
109785.0,Azusa Pacific University,Religious Education.,,
109785.0,Azusa Pacific University,Theological and Ministerial Studies.,,39190.0
109785.0,Azusa Pacific University,"Psychology, General.",,
109785.0,Azusa Pacific University,Research and Experimental Psychology.,,
109785.0,Azusa Pacific University,"Clinical, Counseling and Applied Psychology.",,45880.0
109785.0,Azusa Pacific University,"Psychology, Other.",,49007.0
109785.0,Azusa Pacific University,Social Work.,,53540.0
109785.0,Azusa Pacific University,"Social Sciences, Other.",,45696.0
109785.0,Azusa Pacific University,Drama/Theatre Arts and Stagecraft.,,
109785.0,Azusa Pacific University,Fine and Studio Arts.,,45360.0
109785.0,Azusa Pacific University,Music.,,
109785.0,Azusa Pacific University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
109785.0,Azusa Pacific University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,115116.0
109785.0,Azusa Pacific University,"Business/Commerce, General.",,61760.0
109785.0,Azusa Pacific University,"Business Administration, Management and Operations.",,65482.0
109785.0,Azusa Pacific University,Accounting and Related Services.,,
109785.0,Azusa Pacific University,Human Resources Management and Services.,,43917.0
110060.0,Bethesda University,Bible/Biblical Studies.,,
110060.0,Bethesda University,Theological and Ministerial Studies.,,
110060.0,Bethesda University,Music.,,
110060.0,Bethesda University,"Business Administration, Management and Operations.",,
110097.0,Biola University,"Education, General.",,49980.0
110097.0,Biola University,Curriculum and Instruction.,,
110097.0,Biola University,Special Education and Teaching.,,
110097.0,Biola University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
110097.0,Biola University,Teaching English or French as a Second or Foreign Language.,,
110097.0,Biola University,"Linguistic, Comparative, and Related Language Studies and Services.",,
110097.0,Biola University,Intercultural/Multicultural and Diversity Studies.,,
110097.0,Biola University,"Philosophy and Religious Studies, General.",,
110097.0,Biola University,Philosophy.,,
110097.0,Biola University,"Philosophy and Religious Studies, Other.",,61522.0
110097.0,Biola University,Bible/Biblical Studies.,,42078.0
110097.0,Biola University,Missions/Missionary Studies and Missiology.,,
110097.0,Biola University,Religious Education.,,
110097.0,Biola University,Theological and Ministerial Studies.,,40448.0
110097.0,Biola University,Pastoral Counseling and Specialized Ministries.,,
110097.0,Biola University,"Theology and Religious Vocations, Other.",,39608.0
110097.0,Biola University,"Clinical, Counseling and Applied Psychology.",,
110097.0,Biola University,Anthropology.,,
110097.0,Biola University,Communication Disorders Sciences and Services.,,61355.0
110097.0,Biola University,"Business/Commerce, General.",,71466.0
110097.0,Biola University,"Business Administration, Management and Operations.",,
110097.0,Biola University,Accounting and Related Services.,,63404.0
110316.0,California Institute of Integral Studies,"Ethnic, Cultural Minority, Gender, and Group Studies.",,
110316.0,California Institute of Integral Studies,Rhetoric and Composition/Writing Studies.,,
110316.0,California Institute of Integral Studies,Cultural Studies/Critical Theory and Analysis.,,
110316.0,California Institute of Integral Studies,"Multi/Interdisciplinary Studies, Other.",,
110316.0,California Institute of Integral Studies,"Philosophy and Religious Studies, Other.",,
110316.0,California Institute of Integral Studies,"Psychology, General.",,
110316.0,California Institute of Integral Studies,"Clinical, Counseling and Applied Psychology.",,37233.0
110316.0,California Institute of Integral Studies,"Psychology, Other.",,
110316.0,California Institute of Integral Studies,Anthropology.,,
110316.0,California Institute of Integral Studies,Fine and Studio Arts.,,
110316.0,California Institute of Integral Studies,"Visual and Performing Arts, Other.",,
110316.0,California Institute of Integral Studies,Alternative and Complementary Medicine and Medical Systems.,,
110361.0,California Baptist University,Architecture.,,
110361.0,California Baptist University,"Ethnic, Cultural Minority, Gender, and Group Studies.",,
110361.0,California Baptist University,Communication and Media Studies.,,51149.0
110361.0,California Baptist University,"Public Relations, Advertising, and Applied Communication.",,39830.0
110361.0,California Baptist University,Computer/Information Technology Administration and Management.,,
110361.0,California Baptist University,"Education, General.",,61957.0
110361.0,California Baptist University,Educational Administration and Supervision.,,
110361.0,California Baptist University,Student Counseling and Personnel Services.,,52736.0
110361.0,California Baptist University,Civil Engineering.,,
110361.0,California Baptist University,Computer Engineering.,,
110361.0,California Baptist University,Mechanical Engineering.,,
110361.0,California Baptist University,"English Language and Literature, General.",,
110361.0,California Baptist University,Applied Mathematics.,,
110361.0,California Baptist University,Health and Physical Education/Fitness.,,44989.0
110361.0,California Baptist University,Pastoral Counseling and Specialized Ministries.,,
110361.0,California Baptist University,"Clinical, Counseling and Applied Psychology.",,45045.0
110361.0,California Baptist University,Public Administration.,,66093.0
110361.0,California Baptist University,Social Work.,,
110361.0,California Baptist University,Music.,,
110361.0,California Baptist University,Communication Disorders Sciences and Services.,,
110361.0,California Baptist University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,39974.0
110361.0,California Baptist University,Health/Medical Preparatory Programs.,,
110361.0,California Baptist University,Public Health.,,48603.0
110361.0,California Baptist University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,107806.0
110361.0,California Baptist University,"Business/Commerce, General.",,63219.0
110361.0,California Baptist University,"Business Administration, Management and Operations.",,66234.0
110361.0,California Baptist University,Accounting and Related Services.,,56816.0
110370.0,California College of the Arts,Architecture.,,61396.0
110370.0,California College of the Arts,Architectural Sciences and Technology.,,
110370.0,California College of the Arts,Graphic Communications.,,
110370.0,California College of the Arts,Rhetoric and Composition/Writing Studies.,,42206.0
110370.0,California College of the Arts,Museology/Museum Studies.,,
110370.0,California College of the Arts,Human Computer Interaction.,,
110370.0,California College of the Arts,Design and Applied Arts.,,92520.0
110370.0,California College of the Arts,Film/Video and Photographic Arts.,,
110370.0,California College of the Arts,Fine and Studio Arts.,,31472.0
110370.0,California College of the Arts,"Arts, Entertainment,and Media Management.",,86106.0
110370.0,California College of the Arts,"Visual and Performing Arts, Other.",,
110370.0,California College of the Arts,"Business Administration, Management and Operations.",,123170.0
110404.0,California Institute of Technology,Computer Science.,,
110404.0,California Institute of Technology,"Aerospace, Aeronautical and Astronautical Engineering.",,
110404.0,California Institute of Technology,Biomedical/Medical Engineering.,,
110404.0,California Institute of Technology,Chemical Engineering.,,
110404.0,California Institute of Technology,Civil Engineering.,,
110404.0,California Institute of Technology,"Electrical, Electronics and Communications Engineering.",,
110404.0,California Institute of Technology,Engineering Mechanics.,,
110404.0,California Institute of Technology,Engineering Physics.,,
110404.0,California Institute of Technology,Environmental/Environmental Health Engineering.,,
110404.0,California Institute of Technology,Materials Engineering,,
110404.0,California Institute of Technology,Mechanical Engineering.,,
110404.0,California Institute of Technology,Systems Engineering.,,
110404.0,California Institute of Technology,"Biology, General.",,
110404.0,California Institute of Technology,"Biochemistry, Biophysics and Molecular Biology.",,
110404.0,California Institute of Technology,Neurobiology and Neurosciences.,,
110404.0,California Institute of Technology,Mathematics.,,
110404.0,California Institute of Technology,Applied Mathematics.,,
110404.0,California Institute of Technology,Mathematics and Computer Science.,,
110404.0,California Institute of Technology,Astronomy and Astrophysics.,,
110404.0,California Institute of Technology,Chemistry.,,
110404.0,California Institute of Technology,Geological and Earth Sciences/Geosciences.,,
110404.0,California Institute of Technology,Physics.,,
110404.0,California Institute of Technology,"Social Sciences, General.",,
110404.0,California Institute of Technology,Economics.,,
110413.0,California Lutheran University,"Computer and Information Sciences, General.",,
110413.0,California Lutheran University,Information Science/Studies.,,
110413.0,California Lutheran University,Computer Science.,,
110413.0,California Lutheran University,Educational Administration and Supervision.,,76491.0
110413.0,California Lutheran University,Special Education and Teaching.,,58777.0
110413.0,California Lutheran University,Student Counseling and Personnel Services.,,51621.0
110413.0,California Lutheran University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
110413.0,California Lutheran University,Theological and Ministerial Studies.,,
110413.0,California Lutheran University,"Clinical, Counseling and Applied Psychology.",,
110413.0,California Lutheran University,Public Administration.,,58014.0
110413.0,California Lutheran University,Public Policy Analysis.,,
110413.0,California Lutheran University,Economics.,,
110413.0,California Lutheran University,Mental and Social Health Services and Allied Professions.,,42942.0
110413.0,California Lutheran University,"Business Administration, Management and Operations.",,101898.0
110413.0,California Lutheran University,Entrepreneurial and Small Business Operations.,,
110413.0,California Lutheran University,Finance and Financial Management Services.,,71377.0
110413.0,California Lutheran University,Human Resources Management and Services.,,
110413.0,California Lutheran University,International Business.,,
110413.0,California Lutheran University,Management Information Systems and Services.,,
110413.0,California Lutheran University,Marketing.,,
111045.0,Haven University,Religion/Religious Studies.,,
111081.0,California Institute of the Arts,"Radio, Television, and Digital Communication.",,
111081.0,California Institute of the Arts,Computer Software and Media Applications.,,
111081.0,California Institute of the Arts,Rhetoric and Composition/Writing Studies.,,
111081.0,California Institute of the Arts,Cultural Studies/Critical Theory and Analysis.,,
111081.0,California Institute of the Arts,Dance.,,
111081.0,California Institute of the Arts,Design and Applied Arts.,,
111081.0,California Institute of the Arts,Drama/Theatre Arts and Stagecraft.,,24469.0
111081.0,California Institute of the Arts,Film/Video and Photographic Arts.,,26425.0
111081.0,California Institute of the Arts,Fine and Studio Arts.,,14239.0
111081.0,California Institute of the Arts,Music.,,15918.0
111081.0,California Institute of the Arts,"Arts, Entertainment,and Media Management.",,
111081.0,California Institute of the Arts,"Visual and Performing Arts, Other.",,
111391.0,California Western School of Law,Legal Research and Advanced Professional Studies.,,
111391.0,California Western School of Law,Health and Medical Administrative Services.,,
111948.0,Chapman University,Food Science and Technology.,,
111948.0,Chapman University,"Public Relations, Advertising, and Applied Communication.",,
111948.0,Chapman University,Computer Programming.,,
111948.0,Chapman University,"Computer and Information Sciences and Support Services, Other.",,
111948.0,Chapman University,Curriculum and Instruction.,,
111948.0,Chapman University,Educational Administration and Supervision.,,52423.0
111948.0,Chapman University,Special Education and Teaching.,,53287.0
111948.0,Chapman University,Student Counseling and Personnel Services.,,54139.0
111948.0,Chapman University,"Teacher Education and Professional Development, Specific Levels and Methods.",,49936.0
111948.0,Chapman University,"Teacher Education and Professional Development, Specific Subject Areas.",,
111948.0,Chapman University,Legal Research and Advanced Professional Studies.,,
111948.0,Chapman University,"English Language and Literature, General.",,
111948.0,Chapman University,Rhetoric and Composition/Writing Studies.,,28228.0
111948.0,Chapman University,"Liberal Arts and Sciences, General Studies and Humanities.",,
111948.0,Chapman University,Peace Studies and Conflict Resolution.,,
111948.0,Chapman University,Nutrition Sciences.,,
111948.0,Chapman University,International/Global Studies.,,
111948.0,Chapman University,Computational Science.,,
111948.0,Chapman University,"Clinical, Counseling and Applied Psychology.",,
111948.0,Chapman University,Economics.,,
111948.0,Chapman University,Drama/Theatre Arts and Stagecraft.,,28001.0
111948.0,Chapman University,Film/Video and Photographic Arts.,,25829.0
111948.0,Chapman University,Communication Disorders Sciences and Services.,,
111948.0,Chapman University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,44513.0
111948.0,Chapman University,Mental and Social Health Services and Allied Professions.,,50692.0
111948.0,Chapman University,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
111948.0,Chapman University,"Business Administration, Management and Operations.",,76310.0
111948.0,Chapman University,Accounting and Related Services.,,
111966.0,Charles R Drew University of Medicine and Science,"Biology, General.",,
111966.0,Charles R Drew University of Medicine and Science,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
111966.0,Charles R Drew University of Medicine and Science,Public Health.,,46361.0
111966.0,Charles R Drew University of Medicine and Science,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,108979.0
112075.0,Concordia University-Irvine,Curriculum and Instruction.,,80644.0
112075.0,Concordia University-Irvine,Educational Administration and Supervision.,,85614.0
112075.0,Concordia University-Irvine,Educational/Instructional Media Design.,,81489.0
112075.0,Concordia University-Irvine,Special Education and Teaching.,,
112075.0,Concordia University-Irvine,Student Counseling and Personnel Services.,,
112075.0,Concordia University-Irvine,"Teacher Education and Professional Development, Specific Levels and Methods.",,
112075.0,Concordia University-Irvine,International/Global Studies.,,33510.0
112075.0,Concordia University-Irvine,Health and Physical Education/Fitness.,,55913.0
112075.0,Concordia University-Irvine,Theological and Ministerial Studies.,,
112075.0,Concordia University-Irvine,"Clinical, Counseling and Applied Psychology.",,
112075.0,Concordia University-Irvine,Health and Medical Administrative Services.,,
112075.0,Concordia University-Irvine,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
112075.0,Concordia University-Irvine,"Business Administration, Management and Operations.",,63357.0
112084.0,San Diego Christian College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
112084.0,San Diego Christian College,"Business Administration, Management and Operations.",,
112127.0,Church Divinity School of the Pacific,Theological and Ministerial Studies.,,
112251.0,Claremont Graduate University,"Ethnic, Cultural Minority, Gender, and Group Studies.",,
112251.0,Claremont Graduate University,Information Science/Studies.,,
112251.0,Claremont Graduate University,"Education, General.",,
112251.0,Claremont Graduate University,"Teacher Education and Professional Development, Specific Levels and Methods.",,62085.0
112251.0,Claremont Graduate University,"English Language and Literature, General.",,
112251.0,Claremont Graduate University,"English Language and Literature/Letters, Other.",,
112251.0,Claremont Graduate University,Botany/Plant Biology.,,
112251.0,Claremont Graduate University,Mathematics.,,
112251.0,Claremont Graduate University,Applied Mathematics.,,
112251.0,Claremont Graduate University,Statistics.,,
112251.0,Claremont Graduate University,"Multi/Interdisciplinary Studies, Other.",,
112251.0,Claremont Graduate University,Philosophy.,,
112251.0,Claremont Graduate University,Religion/Religious Studies.,,
112251.0,Claremont Graduate University,"Psychology, General.",,42329.0
112251.0,Claremont Graduate University,Public Policy Analysis.,,
112251.0,Claremont Graduate University,Demography and Population Studies.,,
112251.0,Claremont Graduate University,Economics.,,
112251.0,Claremont Graduate University,International Relations and National Security Studies.,,
112251.0,Claremont Graduate University,Political Science and Government.,,
112251.0,Claremont Graduate University,"Social Sciences, Other.",,
112251.0,Claremont Graduate University,Fine and Studio Arts.,,23887.0
112251.0,Claremont Graduate University,Music.,,
112251.0,Claremont Graduate University,"Arts, Entertainment,and Media Management.",,40112.0
112251.0,Claremont Graduate University,Public Health.,,52093.0
112251.0,Claremont Graduate University,"Business Administration, Management and Operations.",,
112251.0,Claremont Graduate University,Human Resources Management and Services.,,
112251.0,Claremont Graduate University,International Business.,,
112251.0,Claremont Graduate University,Management Sciences and Quantitative Methods.,,
112251.0,Claremont Graduate University,History.,,
112260.0,Claremont McKenna College,Finance and Financial Management Services.,,
112525.0,Western University of Health Sciences,"Biology, General.",,
112525.0,Western University of Health Sciences,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,122101.0
112525.0,Western University of Health Sciences,Health/Medical Preparatory Programs.,,
112525.0,Western University of Health Sciences,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
112525.0,Western University of Health Sciences,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,104132.0
112525.0,Western University of Health Sciences,"Health Professions and Related Clinical Sciences, Other.",,
113537.0,Dell'Arte International School of Physical Theatre,Drama/Theatre Arts and Stagecraft.,,
113698.0,Dominican University of California,Curriculum and Instruction.,,
113698.0,Dominican University of California,Special Education and Teaching.,,
113698.0,Dominican University of California,"Teacher Education and Professional Development, Specific Levels and Methods.",,60264.0
113698.0,Dominican University of California,Rhetoric and Composition/Writing Studies.,,
113698.0,Dominican University of California,"Liberal Arts and Sciences, General Studies and Humanities.",,
113698.0,Dominican University of California,"Biology, General.",,
113698.0,Dominican University of California,"Clinical, Counseling and Applied Psychology.",,39600.0
113698.0,Dominican University of California,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
113698.0,Dominican University of California,Clinical/Medical Laboratory Science/Research and Allied Professions.,,
113698.0,Dominican University of California,Rehabilitation and Therapeutic Professions.,,78819.0
113698.0,Dominican University of California,"Business Administration, Management and Operations.",,71427.0
113704.0,Dominican School of Philosophy & Theology,Philosophy.,,
113704.0,Dominican School of Philosophy & Theology,Theological and Ministerial Studies.,,
114549.0,Fielding Graduate University,Educational Administration and Supervision.,,
114549.0,Fielding Graduate University,"Human Development, Family Studies, and Related Services.",,
114549.0,Fielding Graduate University,"Clinical, Counseling and Applied Psychology.",,
114549.0,Fielding Graduate University,Human Resources Management and Services.,,
114734.0,Franciscan School of Theology,Theological and Ministerial Studies.,,
114813.0,Fresno Pacific University,"Education, General.",,
114813.0,Fresno Pacific University,"Bilingual, Multilingual, and Multicultural Education.",,
114813.0,Fresno Pacific University,Curriculum and Instruction.,,
114813.0,Fresno Pacific University,Educational Administration and Supervision.,,
114813.0,Fresno Pacific University,Educational/Instructional Media Design.,,
114813.0,Fresno Pacific University,Special Education and Teaching.,,
114813.0,Fresno Pacific University,Student Counseling and Personnel Services.,,70696.0
