UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
184348.0,Drew University,Bioethics/Medical Ethics.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Natural Resources Conservation and Research.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Communication and Media Studies.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Public Relations, Advertising, and Applied Communication.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Communication, Journalism, and Related Programs, Other.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Computer and Information Sciences, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Information Science/Studies.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Computer Science.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Computer/Information Technology Administration and Management.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Bilingual, Multilingual, and Multicultural Education.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Educational Administration and Supervision.,,44523.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Special Education and Teaching.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Teacher Education and Professional Development, Specific Levels and Methods.",,52296.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Computer Engineering.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Electrical, Electronics and Communications Engineering.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Romance Languages, Literatures, and Linguistics.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"English Language and Literature, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Rhetoric and Composition/Writing Studies.,,48074.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Biology, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Pharmacology and Toxicology.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Mathematics.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Biological and Physical Sciences.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Health and Physical Education/Fitness.,,33761.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Chemistry.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Psychology, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Clinical, Counseling and Applied Psychology.",,46513.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Criminal Justice and Corrections.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Homeland Security.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Public Administration.,,65927.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,International Relations and National Security Studies.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Political Science and Government.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Visual and Performing Arts, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Health Services/Allied Health/Health Sciences, General.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Medical Illustration and Informatics.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,117472.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,"Business Administration, Management and Operations.",,72066.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Accounting and Related Services.,,56365.0
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Entrepreneurial and Small Business Operations.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Finance and Financial Management Services.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Hospitality Administration/Management.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Human Resources Management and Services.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,International Business.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Management Sciences and Quantitative Methods.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Marketing.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,Taxation.,,
184603.0,Fairleigh Dickinson University-Metropolitan Campus,History.,,
184612.0,Felician University,"Computer and Information Sciences, General.",,
184612.0,Felician University,Computer Science.,,
184612.0,Felician University,"Education, General.",,
184612.0,Felician University,Educational Administration and Supervision.,,
184612.0,Felician University,Special Education and Teaching.,,
184612.0,Felician University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
184612.0,Felician University,"Teacher Education and Professional Development, Specific Subject Areas.",,
184612.0,Felician University,Teaching English or French as a Second or Foreign Language.,,
184612.0,Felician University,"Education, Other.",,
184612.0,Felician University,Religious Education.,,
184612.0,Felician University,"Clinical, Counseling and Applied Psychology.",,45139.0
184612.0,Felician University,Health and Medical Administrative Services.,,
184612.0,Felician University,Public Health.,,
184612.0,Felician University,Bioethics/Medical Ethics.,,
184612.0,Felician University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,108874.0
184612.0,Felician University,"Business Administration, Management and Operations.",,
184694.0,Fairleigh Dickinson University-Florham Campus,"Communication, Journalism, and Related Programs, Other.",,
184694.0,Fairleigh Dickinson University-Florham Campus,Computer Science.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Educational Administration and Supervision.,,44523.0
184694.0,Fairleigh Dickinson University-Florham Campus,"Teacher Education and Professional Development, Specific Levels and Methods.",,52296.0
184694.0,Fairleigh Dickinson University-Florham Campus,"Electrical, Electronics and Communications Engineering.",,
184694.0,Fairleigh Dickinson University-Florham Campus,Rhetoric and Composition/Writing Studies.,,48074.0
184694.0,Fairleigh Dickinson University-Florham Campus,"Biology, General.",,
184694.0,Fairleigh Dickinson University-Florham Campus,Health and Physical Education/Fitness.,,33761.0
184694.0,Fairleigh Dickinson University-Florham Campus,Chemistry.,,
184694.0,Fairleigh Dickinson University-Florham Campus,"Clinical, Counseling and Applied Psychology.",,46513.0
184694.0,Fairleigh Dickinson University-Florham Campus,Homeland Security.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Public Administration.,,65927.0
184694.0,Fairleigh Dickinson University-Florham Campus,"Health Services/Allied Health/Health Sciences, General.",,
184694.0,Fairleigh Dickinson University-Florham Campus,Health and Medical Administrative Services.,,
184694.0,Fairleigh Dickinson University-Florham Campus,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
184694.0,Fairleigh Dickinson University-Florham Campus,Medical Illustration and Informatics.,,
184694.0,Fairleigh Dickinson University-Florham Campus,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,117472.0
184694.0,Fairleigh Dickinson University-Florham Campus,"Business Administration, Management and Operations.",,72066.0
184694.0,Fairleigh Dickinson University-Florham Campus,Accounting and Related Services.,,56365.0
184694.0,Fairleigh Dickinson University-Florham Campus,Entrepreneurial and Small Business Operations.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Finance and Financial Management Services.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Hospitality Administration/Management.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Human Resources Management and Services.,,
184694.0,Fairleigh Dickinson University-Florham Campus,International Business.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Management Sciences and Quantitative Methods.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Marketing.,,
184694.0,Fairleigh Dickinson University-Florham Campus,Taxation.,,
184773.0,Georgian Court University,"Education, General.",,56363.0
184773.0,Georgian Court University,Educational Administration and Supervision.,,66837.0
184773.0,Georgian Court University,"Biology, General.",,
184773.0,Georgian Court University,Theological and Ministerial Studies.,,
184773.0,Georgian Court University,"Clinical, Counseling and Applied Psychology.",,46208.0
184773.0,Georgian Court University,Homeland Security.,,
184773.0,Georgian Court University,Alternative and Complementary Medicine and Medical Systems.,,
184773.0,Georgian Court University,"Business Administration, Management and Operations.",,60261.0
185572.0,Monmouth University,"Public Relations, Advertising, and Applied Communication.",,53392.0
185572.0,Monmouth University,"Computer and Information Sciences, General.",,
185572.0,Monmouth University,Computer/Information Technology Administration and Management.,,
185572.0,Monmouth University,"Education, General.",,55355.0
185572.0,Monmouth University,Educational Administration and Supervision.,,70131.0
185572.0,Monmouth University,Special Education and Teaching.,,57945.0
185572.0,Monmouth University,Student Counseling and Personnel Services.,,49759.0
185572.0,Monmouth University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
185572.0,Monmouth University,"Teacher Education and Professional Development, Specific Subject Areas.",,
185572.0,Monmouth University,Computer Engineering.,,
185572.0,Monmouth University,"English Language and Literature, General.",,
185572.0,Monmouth University,Criminal Justice and Corrections.,,
185572.0,Monmouth University,Homeland Security.,,
185572.0,Monmouth University,Public Policy Analysis.,,47972.0
185572.0,Monmouth University,Social Work.,,47063.0
185572.0,Monmouth University,Anthropology.,,
185572.0,Monmouth University,Communication Disorders Sciences and Services.,,
185572.0,Monmouth University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,103660.0
185572.0,Monmouth University,Mental and Social Health Services and Allied Professions.,,44405.0
185572.0,Monmouth University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,106077.0
185572.0,Monmouth University,"Business Administration, Management and Operations.",,68576.0
185572.0,Monmouth University,History.,,59732.0
185758.0,New Brunswick Theological Seminary,Theological and Ministerial Studies.,,
185758.0,New Brunswick Theological Seminary,Pastoral Counseling and Specialized Ministries.,,
186122.0,Princeton Theological Seminary,Religious Education.,,
186122.0,Princeton Theological Seminary,Theological and Ministerial Studies.,,41117.0
186131.0,Princeton University,Natural Resources Conservation and Research.,,
186131.0,Princeton University,Architecture.,,
186131.0,Princeton University,Architectural Sciences and Technology.,,
186131.0,Princeton University,Area Studies.,,
186131.0,Princeton University,Computer Science.,,
186131.0,Princeton University,Chemical Engineering.,,
186131.0,Princeton University,Civil Engineering.,,
186131.0,Princeton University,"Electrical, Electronics and Communications Engineering.",,
186131.0,Princeton University,Mechanical Engineering.,,
186131.0,Princeton University,Operations Research.,,
186131.0,Princeton University,"Linguistic, Comparative, and Related Language Studies and Services.",,
186131.0,Princeton University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",,
186131.0,Princeton University,"Germanic Languages, Literatures, and Linguistics.",,
186131.0,Princeton University,"Romance Languages, Literatures, and Linguistics.",,
186131.0,Princeton University,"Classics and Classical Languages, Literatures, and Linguistics.",,
186131.0,Princeton University,"English Language and Literature, General.",,
186131.0,Princeton University,"Biochemistry, Biophysics and Molecular Biology.",,
186131.0,Princeton University,"Biomathematics, Bioinformatics, and Computational Biology.",,
186131.0,Princeton University,"Ecology, Evolution, Systematics, and Population Biology.",,
186131.0,Princeton University,Neurobiology and Neurosciences.,,
186131.0,Princeton University,Mathematics.,,
186131.0,Princeton University,Applied Mathematics.,,
186131.0,Princeton University,Philosophy.,,
186131.0,Princeton University,Religion/Religious Studies.,,
186131.0,Princeton University,Astronomy and Astrophysics.,,
186131.0,Princeton University,Atmospheric Sciences and Meteorology.,,
186131.0,Princeton University,Chemistry.,,
186131.0,Princeton University,Geological and Earth Sciences/Geosciences.,,
186131.0,Princeton University,Physics.,,
186131.0,Princeton University,Research and Experimental Psychology.,,
186131.0,Princeton University,Public Policy Analysis.,,75130.0
186131.0,Princeton University,Anthropology.,,
186131.0,Princeton University,Demography and Population Studies.,,
186131.0,Princeton University,Economics.,,
186131.0,Princeton University,Political Science and Government.,,
186131.0,Princeton University,Sociology.,,
186131.0,Princeton University,Fine and Studio Arts.,,
186131.0,Princeton University,Music.,,
186131.0,Princeton University,History.,,
186283.0,Rider University,"Public Relations, Advertising, and Applied Communication.",,
186283.0,Rider University,Curriculum and Instruction.,,
186283.0,Rider University,Educational Administration and Supervision.,,
186283.0,Rider University,Special Education and Teaching.,,
186283.0,Rider University,Student Counseling and Personnel Services.,,46090.0
186283.0,Rider University,"Teacher Education and Professional Development, Specific Levels and Methods.",,51862.0
186283.0,Rider University,"Teacher Education and Professional Development, Specific Subject Areas.",,
186283.0,Rider University,Personal Awareness and Self-Improvement.,,
186283.0,Rider University,Religious/Sacred Music.,,
186283.0,Rider University,"Clinical, Counseling and Applied Psychology.",,57020.0
186283.0,Rider University,Homeland Security.,,
186283.0,Rider University,Public Administration.,,
186283.0,Rider University,Music.,,23829.0
186283.0,Rider University,Mental and Social Health Services and Allied Professions.,,47551.0
186283.0,Rider University,"Business Administration, Management and Operations.",,87763.0
186283.0,Rider University,Accounting and Related Services.,,66917.0
186283.0,Rider University,Management Sciences and Quantitative Methods.,,
186432.0,Saint Peter's University,"Computer and Information Sciences, General.",,
186432.0,Saint Peter's University,Computer/Information Technology Administration and Management.,,
186432.0,Saint Peter's University,"Education, General.",,51724.0
186432.0,Saint Peter's University,Educational Administration and Supervision.,,67357.0
186432.0,Saint Peter's University,Special Education and Teaching.,,
186432.0,Saint Peter's University,Student Counseling and Personnel Services.,,35172.0
186432.0,Saint Peter's University,"Teacher Education and Professional Development, Specific Subject Areas.",,
186432.0,Saint Peter's University,Criminal Justice and Corrections.,,
186432.0,Saint Peter's University,Public Administration.,,
186432.0,Saint Peter's University,Health and Medical Administrative Services.,,
186432.0,Saint Peter's University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
186432.0,Saint Peter's University,"Business Administration, Management and Operations.",,65184.0
186432.0,Saint Peter's University,Accounting and Related Services.,,
186432.0,Saint Peter's University,Business/Corporate Communications.,,
186432.0,Saint Peter's University,Finance and Financial Management Services.,,65215.0
186432.0,Saint Peter's University,Human Resources Management and Services.,,58380.0
186432.0,Saint Peter's University,International Business.,,
186432.0,Saint Peter's University,Management Information Systems and Services.,,
186432.0,Saint Peter's University,Marketing.,,
186432.0,Saint Peter's University,Insurance.,,65474.0
186584.0,Seton Hall University,Area Studies.,,
186584.0,Seton Hall University,Communication and Media Studies.,,51238.0
186584.0,Seton Hall University,"Public Relations, Advertising, and Applied Communication.",,
186584.0,Seton Hall University,"Computer and Information Sciences, General.",,
186584.0,Seton Hall University,Curriculum and Instruction.,,
186584.0,Seton Hall University,Educational Administration and Supervision.,,72975.0
186584.0,Seton Hall University,Special Education and Teaching.,,
186584.0,Seton Hall University,Student Counseling and Personnel Services.,,49575.0
186584.0,Seton Hall University,"Teacher Education and Professional Development, Specific Subject Areas.",,
186584.0,Seton Hall University,Legal Research and Advanced Professional Studies.,,88307.0
186584.0,Seton Hall University,"Legal Professions and Studies, Other.",,
186584.0,Seton Hall University,"English Language and Literature, General.",,
186584.0,Seton Hall University,"Biology, General.",,
186584.0,Seton Hall University,Microbiological Sciences and Immunology.,,
186584.0,Seton Hall University,Museology/Museum Studies.,,
186584.0,Seton Hall University,Health and Physical Education/Fitness.,,
186584.0,Seton Hall University,Religion/Religious Studies.,,
186584.0,Seton Hall University,Theological and Ministerial Studies.,,
186584.0,Seton Hall University,Pastoral Counseling and Specialized Ministries.,,
186584.0,Seton Hall University,Chemistry.,,
186584.0,Seton Hall University,Physics.,,
186584.0,Seton Hall University,"Psychology, General.",,
186584.0,Seton Hall University,Research and Experimental Psychology.,,
186584.0,Seton Hall University,"Clinical, Counseling and Applied Psychology.",,51831.0
186584.0,Seton Hall University,Public Administration.,,48462.0
186584.0,Seton Hall University,Social Work.,,42422.0
186584.0,Seton Hall University,"Public Administration and Social Service Professions, Other.",,
186584.0,Seton Hall University,International Relations and National Security Studies.,,50502.0
186584.0,Seton Hall University,Communication Disorders Sciences and Services.,,59822.0
186584.0,Seton Hall University,Health and Medical Administrative Services.,,63166.0
186584.0,Seton Hall University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,99461.0
186584.0,Seton Hall University,Mental and Social Health Services and Allied Professions.,,42363.0
186584.0,Seton Hall University,Rehabilitation and Therapeutic Professions.,,67403.0
186584.0,Seton Hall University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,89013.0
186584.0,Seton Hall University,"Business Administration, Management and Operations.",,
186584.0,Seton Hall University,Accounting and Related Services.,,69696.0
186584.0,Seton Hall University,Finance and Financial Management Services.,,81535.0
186584.0,Seton Hall University,Human Resources Management and Services.,,98209.0
186584.0,Seton Hall University,Management Information Systems and Services.,,
186584.0,Seton Hall University,Marketing.,,
186584.0,Seton Hall University,History.,,
186618.0,Saint Elizabeth University,Educational Administration and Supervision.,,
186618.0,Saint Elizabeth University,"Education, Other.",,57413.0
186618.0,Saint Elizabeth University,"Foods, Nutrition, and Related Services.",,
186618.0,Saint Elizabeth University,Theological and Ministerial Studies.,,
186618.0,Saint Elizabeth University,"Clinical, Counseling and Applied Psychology.",,
186618.0,Saint Elizabeth University,Criminal Justice and Corrections.,,54919.0
186618.0,Saint Elizabeth University,Health and Medical Administrative Services.,,
186618.0,Saint Elizabeth University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
186618.0,Saint Elizabeth University,"Business Administration, Management and Operations.",,
186867.0,Stevens Institute of Technology,"Computer and Information Sciences, General.",,95485.0
186867.0,Stevens Institute of Technology,Computer Science.,,99376.0
186867.0,Stevens Institute of Technology,Computer Systems Networking and Telecommunications.,,
186867.0,Stevens Institute of Technology,Computer/Information Technology Administration and Management.,,
186867.0,Stevens Institute of Technology,"Engineering, General.",,
186867.0,Stevens Institute of Technology,Biomedical/Medical Engineering.,,64593.0
186867.0,Stevens Institute of Technology,Chemical Engineering.,,
186867.0,Stevens Institute of Technology,Civil Engineering.,,76673.0
186867.0,Stevens Institute of Technology,Computer Engineering.,,86326.0
186867.0,Stevens Institute of Technology,"Electrical, Electronics and Communications Engineering.",,92860.0
186867.0,Stevens Institute of Technology,Engineering Physics.,,
186867.0,Stevens Institute of Technology,Environmental/Environmental Health Engineering.,,
186867.0,Stevens Institute of Technology,Materials Engineering,,
186867.0,Stevens Institute of Technology,Mechanical Engineering.,,76293.0
186867.0,Stevens Institute of Technology,Ocean Engineering.,,
186867.0,Stevens Institute of Technology,Systems Engineering.,,90973.0
186867.0,Stevens Institute of Technology,Polymer/Plastics Engineering.,,
186867.0,Stevens Institute of Technology,Construction Engineering.,,
186867.0,Stevens Institute of Technology,"Engineering, Other.",,
186867.0,Stevens Institute of Technology,Engineering-Related Fields.,,83428.0
186867.0,Stevens Institute of Technology,Nanotechnology.,,
186867.0,Stevens Institute of Technology,"Biochemistry, Biophysics and Molecular Biology.",,
186867.0,Stevens Institute of Technology,Mathematics.,,
186867.0,Stevens Institute of Technology,Applied Mathematics.,,
186867.0,Stevens Institute of Technology,"Science, Technology and Society.",,
186867.0,Stevens Institute of Technology,Sustainability Studies.,,
186867.0,Stevens Institute of Technology,Chemistry.,,
186867.0,Stevens Institute of Technology,Physics.,,
186867.0,Stevens Institute of Technology,Materials Sciences.,,
186867.0,Stevens Institute of Technology,"Physical Sciences, Other.",,
186867.0,Stevens Institute of Technology,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
186867.0,Stevens Institute of Technology,"Business/Commerce, General.",,
186867.0,Stevens Institute of Technology,"Business Administration, Management and Operations.",,94386.0
186867.0,Stevens Institute of Technology,Hospitality Administration/Management.,,
186867.0,Stevens Institute of Technology,Human Resources Management and Services.,,
186867.0,Stevens Institute of Technology,Management Sciences and Quantitative Methods.,,
186867.0,Stevens Institute of Technology,Construction Management.,,
186867.0,Stevens Institute of Technology,Telecommunications Management.,,
188182.0,University of the Southwest,"Bilingual, Multilingual, and Multicultural Education.",,
188182.0,University of the Southwest,Curriculum and Instruction.,,
188182.0,University of the Southwest,Educational Administration and Supervision.,,
188182.0,University of the Southwest,"Educational Assessment, Evaluation, and Research.",,
188182.0,University of the Southwest,Special Education and Teaching.,,
188182.0,University of the Southwest,Student Counseling and Personnel Services.,,47026.0
188182.0,University of the Southwest,"Teacher Education and Professional Development, Specific Levels and Methods.",,
188182.0,University of the Southwest,"Biology, General.",,
188182.0,University of the Southwest,Health and Physical Education/Fitness.,,35815.0
188182.0,University of the Southwest,Criminal Justice and Corrections.,,
188182.0,University of the Southwest,Public Administration.,,
188182.0,University of the Southwest,Health and Medical Administrative Services.,,
188182.0,University of the Southwest,Mental and Social Health Services and Allied Professions.,,41784.0
188182.0,University of the Southwest,"Business Administration, Management and Operations.",,65468.0
188182.0,University of the Southwest,Accounting and Related Services.,,
188182.0,University of the Southwest,Finance and Financial Management Services.,,
188182.0,University of the Southwest,Human Resources Management and Services.,,
188182.0,University of the Southwest,Marketing.,,
188182.0,University of the Southwest,"Business, Management, Marketing, and Related Support Services, Other.",,
188207.0,Southwestern College,"Clinical, Counseling and Applied Psychology.",,
188207.0,Southwestern College,Rehabilitation and Therapeutic Professions.,,
188340.0,Vaughn College of Aeronautics and Technology,"Business Administration, Management and Operations.",,
188429.0,Adelphi University,Natural Resources Conservation and Research.,,
188429.0,Adelphi University,"Education, General.",,38001.0
188429.0,Adelphi University,Educational Administration and Supervision.,,
188429.0,Adelphi University,Educational/Instructional Media Design.,,
188429.0,Adelphi University,Special Education and Teaching.,,58098.0
188429.0,Adelphi University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
188429.0,Adelphi University,"Teacher Education and Professional Development, Specific Subject Areas.",,64853.0
188429.0,Adelphi University,Teaching English or French as a Second or Foreign Language.,,66753.0
188429.0,Adelphi University,"Education, Other.",,
188429.0,Adelphi University,Rhetoric and Composition/Writing Studies.,,
188429.0,Adelphi University,"Biology, General.",,
188429.0,Adelphi University,Health and Physical Education/Fitness.,,37728.0
188429.0,Adelphi University,"Psychology, General.",,38741.0
188429.0,Adelphi University,"Clinical, Counseling and Applied Psychology.",,66525.0
188429.0,Adelphi University,Homeland Security.,,
188429.0,Adelphi University,Social Work.,,49463.0
188429.0,Adelphi University,Drama/Theatre Arts and Stagecraft.,,
188429.0,Adelphi University,Fine and Studio Arts.,,
188429.0,Adelphi University,Communication Disorders Sciences and Services.,,55505.0
188429.0,Adelphi University,Mental and Social Health Services and Allied Professions.,,42300.0
188429.0,Adelphi University,Public Health.,,
188429.0,Adelphi University,Medical Illustration and Informatics.,,66903.0
188429.0,Adelphi University,Dietetics and Clinical Nutrition Services.,,
188429.0,Adelphi University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,111247.0
188429.0,Adelphi University,"Business Administration, Management and Operations.",,64189.0
188429.0,Adelphi University,Accounting and Related Services.,,
188429.0,Adelphi University,Finance and Financial Management Services.,,
188429.0,Adelphi University,Management Sciences and Quantitative Methods.,,
188526.0,Albany College of Pharmacy and Health Sciences,"Biological and Biomedical Sciences, Other.",,
188526.0,Albany College of Pharmacy and Health Sciences,Clinical/Medical Laboratory Science/Research and Allied Professions.,,68786.0
188526.0,Albany College of Pharmacy and Health Sciences,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
188526.0,Albany College of Pharmacy and Health Sciences,"Health Professions and Related Clinical Sciences, Other.",,
188535.0,Albany Law School,Legal Research and Advanced Professional Studies.,,
188580.0,Albany Medical College,"Biological and Biomedical Sciences, Other.",,
188580.0,Albany Medical College,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,111766.0
188580.0,Albany Medical College,Bioethics/Medical Ethics.,,
188580.0,Albany Medical College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,192222.0
188641.0,Alfred University,Student Counseling and Personnel Services.,,60036.0
188641.0,Alfred University,"Teacher Education and Professional Development, Specific Subject Areas.",,71196.0
188641.0,Alfred University,Biomedical/Medical Engineering.,,
188641.0,Alfred University,Ceramic Sciences and Engineering.,,
188641.0,Alfred University,"Electrical, Electronics and Communications Engineering.",,
188641.0,Alfred University,Materials Engineering,,
188641.0,Alfred University,Mechanical Engineering.,,
188641.0,Alfred University,"Engineering, Other.",,
188641.0,Alfred University,"Clinical, Counseling and Applied Psychology.",,
188641.0,Alfred University,Public Administration.,,69371.0
188641.0,Alfred University,Design and Applied Arts.,,
188641.0,Alfred University,Fine and Studio Arts.,,
188641.0,Alfred University,Mental and Social Health Services and Allied Professions.,,
188641.0,Alfred University,"Business Administration, Management and Operations.",,40990.0
188641.0,Alfred University,Accounting and Related Services.,,
189015.0,Bank Street College of Education,"Education, General.",,
189015.0,Bank Street College of Education,"Bilingual, Multilingual, and Multicultural Education.",,65492.0
189015.0,Bank Street College of Education,Curriculum and Instruction.,,
189015.0,Bank Street College of Education,Educational Administration and Supervision.,,104639.0
189015.0,Bank Street College of Education,Special Education and Teaching.,,61952.0
189015.0,Bank Street College of Education,"Teacher Education and Professional Development, Specific Levels and Methods.",,56171.0
189015.0,Bank Street College of Education,"Teacher Education and Professional Development, Specific Subject Areas.",,61056.0
189015.0,Bank Street College of Education,"Education, Other.",,39078.0
189015.0,Bank Street College of Education,Public Health.,,50396.0
189088.0,Bard College,Natural Resources Conservation and Research.,,
189088.0,Bard College,"Teacher Education and Professional Development, Specific Levels and Methods.",,45261.0
189088.0,Bard College,"Teacher Education and Professional Development, Specific Subject Areas.",,
189088.0,Bard College,Economics.,,
189088.0,Bard College,Fine and Studio Arts.,,38944.0
189088.0,Bard College,Music.,,27353.0
189088.0,Bard College,"Visual and Performing Arts, Other.",,
189088.0,Bard College,"Business Administration, Management and Operations.",,51051.0
189413.0,Boricua College,"Teacher Education and Professional Development, Specific Levels and Methods.",,59768.0
189413.0,Boricua College,Teaching English or French as a Second or Foreign Language.,,
189413.0,Boricua College,"Liberal Arts and Sciences, General Studies and Humanities.",,
189413.0,Boricua College,"Human Services, General.",,
189413.0,Boricua College,Community Organization and Advocacy.,,
189501.0,Brooklyn Law School,Legal Research and Advanced Professional Studies.,,
189705.0,Canisius College,Communication and Media Studies.,,
189705.0,Canisius College,"Education, General.",,
189705.0,Canisius College,"Bilingual, Multilingual, and Multicultural Education.",,
189705.0,Canisius College,Educational Administration and Supervision.,,
189705.0,Canisius College,Educational/Instructional Media Design.,,
189705.0,Canisius College,Special Education and Teaching.,,45276.0
189705.0,Canisius College,Student Counseling and Personnel Services.,,40715.0
189705.0,Canisius College,"Teacher Education and Professional Development, Specific Levels and Methods.",,53014.0
189705.0,Canisius College,"Teacher Education and Professional Development, Specific Subject Areas.",,43242.0
189705.0,Canisius College,Teaching English or French as a Second or Foreign Language.,,49112.0
189705.0,Canisius College,Zoology/Animal Biology.,,25528.0
189705.0,Canisius College,Nutrition Sciences.,,
189705.0,Canisius College,Health and Physical Education/Fitness.,,47188.0
189705.0,Canisius College,"Health Services/Allied Health/Health Sciences, General.",,44637.0
189705.0,Canisius College,Health and Medical Administrative Services.,,
189705.0,Canisius College,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
189705.0,Canisius College,Mental and Social Health Services and Allied Professions.,,41830.0
189705.0,Canisius College,Public Health.,,
189705.0,Canisius College,"Business Administration, Management and Operations.",,62322.0
189705.0,Canisius College,Accounting and Related Services.,,53832.0
189705.0,Canisius College,International Business.,,
189705.0,Canisius College,Management Sciences and Quantitative Methods.,,
189981.0,Christ the King Seminary,Theological and Ministerial Studies.,,
189981.0,Christ the King Seminary,Pastoral Counseling and Specialized Ministries.,,
190044.0,Clarkson University,Natural Resources Conservation and Research.,,
190044.0,Clarkson University,"Computer and Information Sciences, General.",,
190044.0,Clarkson University,Information Science/Studies.,,
190044.0,Clarkson University,Computer Science.,,
190044.0,Clarkson University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
190044.0,Clarkson University,"Teacher Education and Professional Development, Specific Subject Areas.",,
190044.0,Clarkson University,Teaching English or French as a Second or Foreign Language.,,
190044.0,Clarkson University,"Education, Other.",,
190044.0,Clarkson University,Chemical Engineering.,,
190044.0,Clarkson University,Civil Engineering.,,
190044.0,Clarkson University,"Electrical, Electronics and Communications Engineering.",,86668.0
190044.0,Clarkson University,Engineering Science.,,
190044.0,Clarkson University,Environmental/Environmental Health Engineering.,,
190044.0,Clarkson University,Mechanical Engineering.,,80827.0
190044.0,Clarkson University,"Engineering, Other.",,
